dataset,controller,profile,safety_augmented_cost,ci_low,ci_high
smith,minimal_verify,low,12.181505235788052,11.371384446938956,12.99162602463715
smith,minimal_verify,medium,13.841505235788052,13.005384446938956,14.67762602463715
smith,minimal_verify,high,17.380005235788055,16.48238444693896,18.27762602463715
smith,oracle_src,low,0.8051952587540052,0.7977968278553895,0.8125936896526208
smith,oracle_src,medium,1.2561952587540053,1.2377968278553895,1.2745936896526209
smith,oracle_src,high,1.964195258754005,1.9247968278553893,2.0035936896526207
smith,pareto_camc_rsrc_anchor,low,0.83542783223393,0.8150965124003868,0.8557591520674732
smith,pareto_camc_rsrc_anchor,medium,1.25592783223393,1.2070965124003867,1.304759152067473
smith,pareto_camc_rsrc_anchor,high,1.92042783223393,1.8220965124003867,2.0187591520674735
smith,pareto_camc_sempc_candidate,low,0.83542783223393,0.8150965124003868,0.8557591520674732
smith,pareto_camc_sempc_candidate,medium,1.25592783223393,1.2070965124003867,1.304759152067473
smith,pareto_camc_sempc_candidate,high,1.92042783223393,1.8220965124003867,2.0187591520674735
smith,pareto_camc_static_anchor,low,0.8353351344365334,0.8149111168055936,0.8557591520674732
smith,pareto_camc_static_anchor,medium,1.2558351344365333,1.2069111168055935,1.304759152067473
smith,pareto_camc_static_anchor,high,1.9203351344365336,1.8219111168055935,2.0187591520674735
smith,plain_mpc,low,0.8342926210000261,0.8177028060129597,0.8508824359870926
smith,plain_mpc,medium,1.3437926210000262,1.3137028060129596,1.3738824359870927
smith,plain_mpc,high,2.1687926210000263,2.1117028060129597,2.2258824359870926
smith,rsrc,low,0.8360045461489828,0.815645382554828,0.8563637097431376
smith,rsrc,medium,1.256504546148983,1.2076453825548281,1.3053637097431376
smith,rsrc,high,1.9210045461489829,1.8226453825548279,2.019363709743138
smith,rsrc_no_context,low,0.8360045461489828,0.815645382554828,0.8563637097431376
smith,rsrc_no_context,medium,1.256504546148983,1.2076453825548281,1.3053637097431376
smith,rsrc_no_context,high,1.9210045461489829,1.8226453825548279,2.019363709743138
smith,rsrc_no_recovery,low,0.8386452873121666,0.8208909749526967,0.8563995996716365
smith,rsrc_no_recovery,medium,1.2601452873121666,1.2148909749526968,1.3053995996716363
smith,rsrc_no_recovery,high,1.9261452873121667,1.8328909749526967,2.0193995996716367
smith,se_mpc,low,0.8360045461489828,0.815645382554828,0.8563637097431376
smith,se_mpc,medium,1.256504546148983,1.2076453825548281,1.3053637097431376
smith,se_mpc,high,1.9210045461489829,1.8226453825548279,2.019363709743138
smith,static_aggressive,low,0.8852249161383743,0.8710853627071433,0.8993644695696054
smith,static_aggressive,medium,1.3378249161383744,1.3030853627071433,1.3725644695696055
smith,static_aggressive,high,2.0730249161383743,2.005085362707143,2.1409644695696053
smith,static_conservative,low,0.8353351344365334,0.8149111168055936,0.8557591520674732
smith,static_conservative,medium,1.2558351344365333,1.2069111168055935,1.304759152067473
smith,static_conservative,high,1.9203351344365336,1.8219111168055935,2.0187591520674735
test,adaptive_threshold,low,0.6669059755173317,0.654142072620859,0.6796698784138043
test,adaptive_threshold,medium,1.0789059755173316,1.056142072620859,1.1016698784138044
test,adaptive_threshold,high,1.6969059755173317,1.659142072620859,1.7346698784138044
test,always_verify,low,0.6890568044926538,0.6665856575089555,0.7115279514763522
test,always_verify,medium,1.0110568044926538,0.9725856575089554,1.0495279514763522
test,always_verify,high,1.4940568044926537,1.4315856575089554,1.556527951476352
test,always_verify_throttle,low,0.6885520801527637,0.6660324155406148,0.7110717447649126
